name,artist,album,URI,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,artist_popularity,duration_minutes,z1,z2,artist_top_ten
Side Effects,The Chainsmokers,Sick Boy,0bGLvHd0ApdT4t0shCfpzG,0.669,0.711,8,-6.758,1,0.033,0.00217,0.0,0.466,0.544,110.01,4,84,2.8791166666666665,0.47189775893052094,0.2518372099612593,The Chainsmokers
Eastside (with Halsey & Khalid),benny blanco,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,4,77,2.8966666666666665,1.3980071888228822,-0.24631944184170262,Other
Drunken Hearts,Wallpaper.,Ricky Reed Is Real,0fFSWYIBVssa1asI2jfqS5,0.634,0.873,9,-2.902,0,0.0604,0.00927,0.0,0.564,0.525,122.014,4,32,3.60555,-3.3787891506902072,-0.0017821165948456452,Other
Vivaldi: Winter From The Four Seasons 1. Allegro Non Molto,Silverwood Quartet,To Drive The Cold Winter Away,0hLbjFiF7zmGuZJrpLOJ7F,0.487,0.17,5,-12.96,0,0.0589,0.925,0.882,0.137,0.126,141.978,4,39,3.606,6.744842133668241,-0.4058838559950664,Other
Desencuentro (feat. Soko),Residente/Calle 13,Residente,0kc4G5tEdtmTB0w3gYmb01,0.379,0.775,0,-6.297,1,0.0798,0.0854,0.00446,0.133,0.361,159.83,3,67,4.74155,0.018810407529890133,0.09178092845376506,Residente/Calle 13
La Mujer Perfecta,KURT,La Mujer Perfecta,0mAGeks6ns4FZWBPkjD9HR,0.824,0.488,9,-9.112,1,0.0669,0.242,8.09e-06,0.109,0.878,155.11,4,66,3.6317833333333334,2.834140209956931,0.2970155237752319,Other
Just My Type,The Vamps,Night & Day,0q2e5jdjxFaaYRf49b1vLj,0.61,0.87,2,-4.012,0,0.0693,0.00299,0.0,0.064,0.523,125.014,4,76,3.522666666666667,-2.272589989184316,0.08676342184340105,Other
Digital Love (feat. Hailee Steinfeld),Digital Farm Animals,Digital Love (feat. Hailee Steinfeld),0qwa6Mm9oZWLhGitD2Jfnq,0.701,0.786,0,-4.429,1,0.0512,0.00606,0.0,0.0835,0.514,100.932,4,70,2.9917833333333332,-1.8522455888036844,0.08317614678910154,Other
Do Like That,Korede Bello,Do like That,0z0qRN3HNUCOG9y1R7umuD,0.835,0.366,5,-10.246,0,0.426,0.357,0.0,0.0793,0.659,114.044,4,52,3.55865,3.9830999601099477,0.15296693162487546,Other
Freaky Friday (feat. Chris Brown),Lil Dicky,Freaky Friday (feat. Chris Brown),10Igtw8bSDyyFs7KIsKngZ,0.755,0.599,8,-5.042,1,0.224,0.147,0.0,0.109,0.755,133.123,4,68,3.610533333333333,-1.2302130901483848,0.050096763417130014,Other
Say Something (feat. Chris Stapleton),Justin Timberlake,Man of the Woods,1LhMopPAallLeaeNutqbgS,0.707,0.632,10,-7.031,1,0.0789,0.103,1.09e-05,0.0841,0.372,97.04,4,82,4.648216666666666,0.7584147868741469,0.08839148011789102,Other
Up (feat. Demi Lovato),Olly Murs,Never Been Better,1RidHM9BC4M8DpfSQ6YLJh,0.692,0.831,9,-5.389,1,0.034,0.0146,0.0,0.103,0.676,114.972,4,72,3.7382333333333335,-0.9016035539046064,0.23415218316079964,Other
Tell Her You Love Her,Echosmith,Talking Dreams,1vZSnCXJtFGaCOfCWyXn0z,0.637,0.556,7,-7.625,1,0.0352,0.262,0.000444,0.105,0.176,120.021,4,63,4.110883333333334,1.3686716173172935,-0.10797791950945648,Other
8 Vasos Al Día,Casi Creativo,Casi Creativo La Música,20Y1dpJbos1Bc7Nd4KiGpK,0.553,0.401,3,-9.991,1,0.0696,0.737,0.0,0.116,0.891,80.938,3,40,1.205,3.7424343501384216,-0.07234440574236484,Other
Body,Loud Luxury,Body,21RzyxY3EFaxVy6K4RqaU9,0.752,0.764,1,-4.399,1,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,4,71,2.720266666666667,-1.8805030049640792,0.06748906254303376,Other
Love on Me,Galantis,Love on Me,2MHCiOohBZEQuLgDTPvSzF,0.562,0.906,4,-2.085,1,0.0758,0.105,0.0,0.145,0.674,124.146,4,79,3.432,-4.193387719793376,-0.06949430317500147,Galantis
Que te vaya bonito,Luis Miguel,¡MÉXICO Por Siempre!,2gxMq6bgexQ0H4kVNdYrP1,0.361,0.499,7,-5.3,1,0.0355,0.483,0.0,0.124,0.616,151.676,3,86,2.69245,-0.9451212854692613,-0.30358266688540214,Other
Gorilla,Bruno Mars,Unorthodox Jukebox,2ih2U8ttFzCjnQ5njF3SrR,0.717,0.544,7,-6.598,1,0.0371,0.445,5.16e-06,0.0973,0.641,139.959,4,93,4.074883333333333,0.34347293677222407,-0.14604316229859896,Other
Wanna Be Startin' Somethin',Michael Jackson,Thriller 25 Super Deluxe Edition,2kulOHR2XY6YDZCWXb38hn,0.846,0.922,6,-4.206,0,0.0438,0.0219,0.355,0.0623,0.899,122.195,4,85,6.03955,-2.0909846913463404,0.26353724623139113,Other
You Can't Hold Me Down,Mogli the Iceburg,You Can't Hold Me Down,2sYGOGehQqfTmof3kWfriB,0.748,0.781,1,-5.641,1,0.124,0.454,0.0,0.11,0.806,150.041,4,43,3.0933333333333333,-0.6264586528368862,-0.07453871506283172,Other
Un Beso de Desayuno,Residente/Calle 13,Residente o Visitante,2uNfmuLRxi7974xmzdE9NL,0.664,0.857,5,-5.404,0,0.117,0.303,0.0,0.0665,0.763,85.051,4,73,4.847333333333333,-0.8739729321293139,0.04117098364389444,Residente/Calle 13
Serenata huasteca,Luis Miguel,¡MÉXICO Por Siempre!,2y3C3tWoNictZWuOuUtDuO,0.612,0.673,4,-4.392,0,0.0343,0.245,0.0,0.129,0.723,139.963,3,86,2.932,-1.8754358122705344,-0.06921745935239453,Other
Next To Me,Imagine Dragons,Evolve,31VOknKjFrEX47bZXzqcoF,0.301,0.672,2,-4.497,1,0.0623,0.28,3.1e-05,0.0609,0.384,169.497,3,92,3.83815,-1.759576728685321,-0.23447622855894107,Other
Candy Paint,Post Malone,beerbongs & bentleys,32lItqlMi4LBhb4k0BaSaC,0.664,0.667,4,-5.941,1,0.154,0.64,1.22e-06,0.0753,0.381,180.064,4,92,3.7922166666666666,-0.2995650273559595,-0.42633715093704927,Other
Wake Me up When September Ends,Green Day,American Idiot,3479kk78dx3GFt048Udq54,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,4,83,4.760883333333333,-1.128124690962794,-0.022282337525392326,Other
Let Me Love You (Until You Learn To Love Yourself) (Glee Cast Version),Glee Cast,Glee Love Songs,3BP8hJTYC4PoL8TNTBtnbV,0.401,0.177,5,-11.218,1,0.0359,0.938,8.49e-05,0.121,0.449,111.648,4,79,3.6506666666666665,5.000218192216902,-0.4109512228824339,Other
Nothing to Regret,Robinson,Nothing to Regret,3C2xQqHVkhA1Ht17SzPRke,0.697,0.521,5,-6.519,1,0.031,0.243,0.0,0.189,0.331,91.998,4,55,3.4747666666666666,0.2628321064555203,-0.12347518424710077,Other
Mobile,Avril Lavigne,Let Go,3D3B7vahQasg8rdAYrEbNT,0.593,0.726,9,-6.011,1,0.0298,0.00116,0.00495,0.111,0.634,100.412,4,80,3.532216666666667,-0.275903268126646,0.2387387576937313,Other
Qué bonita es mi tierra,Luis Miguel,¡MÉXICO Por Siempre!,3Evfk0c7TBJY8TSDORcj24,0.25,0.597,0,-4.081,1,0.0362,0.216,0.0,0.25,0.534,163.595,5,86,2.8833333333333333,-2.1780574229596543,-0.1755807173516428,Other
I'll Supply the Love,TOTO,Toto,3kETGXBpOCSESrSOEf6P84,0.741,0.854,1,-5.793,0,0.0306,0.00378,0.769,0.0579,0.769,125.236,4,75,3.739116666666667,-0.5032387629901571,0.321633779860238,Other
Body on Me (feat. Chris Brown),Rita Ora,Body on Me (feat. Chris Brown),3qRHCvn70YpVFFkx3lrAYf,0.636,0.741,11,-5.436,0,0.041,0.0132,0.0,0.287,0.53,88.999,4,79,3.753633333333333,-0.8462834565800924,0.14566788027904168,Other
Psycho (feat. Ty Dolla $ign),Post Malone,beerbongs & bentleys,3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,1,0.105,0.546,0.0,0.111,0.459,140.06,4,92,3.6906666666666665,1.8443843144294887,-0.18693789790559656,Other
Better Man,5 Seconds of Summer,Youngblood,40rMvmTT9RX4KB0JzMNYZO,0.676,0.863,0,-3.924,1,0.0828,0.0674,0.0,0.0616,0.529,98.039,4,82,3.1605,-2.3564499616044166,0.026497474312437014,5 Seconds of Summer
Heaven In Our Headlights,Hedley,Wild Life,468oGE6AlJILlhe7ZiOpzf,0.517,0.895,0,-4.754,1,0.0575,0.0125,6.16e-06,0.287,0.473,119.651,4,54,3.15155,-1.5324190223010088,0.12328966473728334,Other
Coming Back For You,Maroon 5,V,4J1moeUmaCFMfHNyCeUpkN,0.644,0.866,1,-5.687,0,0.0341,0.0121,0.0,0.0719,0.39,114.927,4,89,3.7826666666666666,-0.598782801776653,0.14993965806154383,Other
Tie Me Down (with Elley Duhé),Gryffin,Tie Me Down (with Elley Duhé),4QVS8YCpK71R4FsxSMCjhP,0.548,0.839,6,-2.371,1,0.0644,0.135,0.0,0.102,0.314,98.932,4,75,3.6382666666666665,-3.8934622894236623,-0.24856793750975725,Other
I Just Can't,R3HAB,I Just Can't,4Ux0Y0eQYv4HJPvuxioosx,0.652,0.595,6,-6.944,0,0.0419,0.162,0.0,0.148,0.303,77.538,4,80,2.6,0.6788080903711783,-0.009552773897165193,Other
Sober Up (Feat. Rivers Cuomo),AJR,The Click,4WKd0BlNk5TmZ5UZelNfRp,0.648,0.62,5,-4.938,1,0.0276,0.284,0.0,0.0833,0.772,93.011,4,78,3.64605,-1.3276322127995088,-0.05741963974612588,Other
Maps,Maroon 5,V,4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,4,89,3.166,-0.7681572475116013,0.28452795488711546,Other
Happy Now,Zedd,Happy Now,4keoy2fqgwGnbWlm3ZVZFa,0.503,0.741,4,-5.128,1,0.047,0.579,1.49e-06,0.0712,0.458,88.335,3,80,3.4505,-1.1192204970641502,-0.37955005580730455,Other
No Air (feat. Chris Brown) - Acoustic Version,Jordin Sparks,Pure... Acoustic,4oElMo1UEpdwVqtGFJBh8F,0.427,0.455,11,-7.193,1,0.0321,0.704,0.0,0.0686,0.353,79.727,4,67,4.226883333333333,0.9635535432525183,-0.46914260420281634,Other
High On Life (feat. Bonn),Martin Garrix,High On Life (feat. Bonn),4ut5G4rgB1ClpMTMfjoIuy,0.414,0.486,6,-6.431,0,0.0311,0.0129,0.0,0.111,0.368,128.038,4,81,3.846033333333333,0.1628567803160735,0.0648483706114302,Other
Satisfied (feat. MAX),Galantis,Satisfied (feat. MAX) / Mama Look at Me Now,57QXXEBy5apjgxsyXSb8YE,0.75,0.651,1,-4.655,1,0.121,0.00759,0.0,0.521,0.928,120.055,4,79,2.5989833333333334,-1.631189264572513,0.22793966454839107,Galantis
We Don't Care,Sigala,We Don't Care,59D6pNWyn8UXPpos5fbAqm,0.423,0.857,10,-3.441,0,0.275,0.0316,0.0,0.0555,0.655,180.01,4,76,3.4571666666666667,-2.8429923604172957,0.07059597265515791,Other
My Heart Is Open,Maroon 5,V,5AnZXEB5IVhU57cJdOtJeX,0.41,0.327,1,-7.663,1,0.0301,0.547,0.0,0.0763,0.283,101.861,4,89,3.947783333333333,1.4315428693412897,-0.37659343764937286,Other
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",5CLGzJsGqhCEECcpnFQA8x,0.653,0.809,0,-4.057,1,0.0474,0.194,0.0,0.165,0.55,92.213,4,73,3.5128833333333334,-2.2145088574754834,-0.07856338944074531,Other
I Like The Way,Tyron Hapi,I Like The Way,67BEhVyQPe661gMYUyEhLw,0.676,0.775,0,-6.369,0,0.168,0.0264,0.0,0.123,0.402,104.913,4,53,2.85,0.08611719835238134,0.1638210648897493,Other
I Got U,Duke Dumont,EP1,69gQgkobVW8bWjoCjBYQUd,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,4,69,4.759933333333334,1.4623497031846882,0.3098381136749262,Other
OTW,Khalid,OTW,6Hgh47WXVKtXN5zGOu0hjI,0.652,0.678,2,-6.183,1,0.0541,0.183,3.26e-05,0.106,0.28,72.989,4,90,4.383566666666667,-0.08212223770700626,-0.06633614384123854,Other
Supercut,Lorde,Melodrama,6K8VQ84MqhsoakN5MjrnVR,0.562,0.437,0,-10.229,1,0.052,0.219,2.18e-05,0.0806,0.15,124.852,4,81,4.6251,3.968457303653633,0.075284459214183,Other
Liability,Lorde,Melodrama,6Kkt27YmFyIFrcX3QXFi2o,0.587,0.229,10,-11.254,0,0.128,0.92,0.0,0.1,0.379,75.67,4,81,2.8621333333333334,5.034310267863849,-0.4048118433879937,Other
Polaroid,Imagine Dragons,Smoke + Mirrors,6OfLMbsJdF8QHvypAHcbVY,0.424,0.603,1,-6.832,1,0.0495,0.514,1.84e-06,0.238,0.258,155.319,4,92,3.83355,0.5879559641053873,-0.3274983000862985,Other
Babylon,5 Seconds of Summer,Youngblood,6PUYqQtGWVAovZrLC9BIqt,0.521,0.884,4,-2.931,0,0.0403,0.00155,1.69e-06,0.209,0.494,92.988,4,82,3.5531,-3.350047200536299,-0.0024550420573267173,5 Seconds of Summer
Safe And Sound,Capital Cities,In A Tidal Wave Of Mystery,6Z8R6UsFuGXGtiIxiD8ISb,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5,71,3.2131666666666665,-1.4394748401308606,0.23894810004192832,Other
No vaya a ser,Pablo Alborán,Prometo,6ZZOdrcqRZzTCwGlsy00SU,0.731,0.687,1,-7.399,0,0.0586,0.232,2.33e-05,0.265,0.577,99.995,4,78,3.300883333333333,1.124164702870297,0.11536351695806826,Other
The Last Of The Real Ones,Fall Out Boy,MANIA,6e13443Ve7RGcAUScTgYtl,0.576,0.872,8,-5.293,1,0.0471,0.00599,0.0,0.188,0.559,115.042,4,82,3.84,-0.9967104375730618,0.19857283454045618,Other
Con te partirò,Andrea Bocelli,Romanza,6gFkE7q5wafBQl9lJIAjaF,0.249,0.364,7,-7.968,1,0.0307,0.853,0.00186,0.087,0.247,100.535,4,74,4.225783333333333,1.7519812533292707,-0.6103250902998055,Other
Pray For Me,The Weeknd,The Highlights,6huNf4dutXRjJyGn7f5BPS,0.732,0.678,2,-4.977,1,0.0886,0.0867,2.41e-05,0.112,0.196,100.626,4,97,3.5236833333333335,-1.2873465258663344,-0.11438646495892055,Other
REMEDY,Alesso,REMEDY,6jreFSOTUAViWjKyzOC4Kg,0.601,0.775,0,-4.612,1,0.0473,0.269,0.0,0.0883,0.483,119.964,4,78,3.1715833333333334,-1.6535276764869136,-0.1386517672308446,Other
Faster,Matt Nathanson,Modern Love,6plKFdrBnKF0y3CRuceTDh,0.742,0.853,9,-4.147,1,0.0393,0.00743,4.79e-06,0.332,0.95,107.03,4,61,3.4713333333333334,-2.148459562159483,0.26868745088882834,Other
El Aguante,Residente/Calle 13,MultiViral,7AIVTgrRcdUW8QBsqNQ33z,0.664,0.898,7,-6.723,1,0.281,0.325,0.0,0.511,0.814,146.985,4,73,4.81245,0.4384580805300683,0.16001278518554685,Residente/Calle 13
El Triste - Sinfónico,José José,Sinfónico,7fCpijE5xdqRjvyEv8tx6E,0.42,0.558,11,-7.212,0,0.0364,0.734,2.77e-05,0.252,0.186,113.893,3,77,4.16845,0.9834381333953414,-0.5276807587673283,Other
Burning Love,Elvis Presley,Elvis (Fool),7zMUCLm1TN9o9JlLISztxO,0.66,0.748,2,-11.206,1,0.0284,0.0993,0.00585,0.283,0.972,143.549,4,85,2.838216666666667,4.89730596692845,0.7068984357988692,Other
Caperucita Roja,Destripando la Historia,Destripando la Historia,7zRQtFIEOprcT5CajvTqA4,0.889,0.47,7,-11.092,1,0.341,0.289,0.0,0.27,0.805,120.074,4,65,2.595833333333333,4.813187593821111,0.37264868441766585,Other
